index,父微博用户ID,count,total,percent,followers,root
1.0,c7af761e0f90995b5a9a0827276f0512,2960,7914,37.402072276977506,2079,c7af761e0f90995b5a9a0827276f0512
2.0,c360f812947e14510ff253242e51afae,379,7914,4.788981551680567,4779,c7af761e0f90995b5a9a0827276f0512
3.0,68db5c4507b37034a90d34563e20225f,242,7914,3.057872125347485,2953,c7af761e0f90995b5a9a0827276f0512
4.0,2ac16bf2dbae9635afac69cd1f217340,220,7914,2.7798837503158964,3636,c7af761e0f90995b5a9a0827276f0512
5.0,e44f5031859d309f3353d2874ffa7192,171,7914,2.1607278241091734,2193,c7af761e0f90995b5a9a0827276f0512
6.0,a554ae33e37578d387b1411277333e05,156,7914,1.9711902956785443,1744,c7af761e0f90995b5a9a0827276f0512
1.0,768c8145171a276365164af3bd2b94c3,1410,1709,82.50438853130484,5010,768c8145171a276365164af3bd2b94c3
1.0,60c751318f4cf2adf7c870a1cf2ce0e8,577,1628,35.442260442260434,2052,60c751318f4cf2adf7c870a1cf2ce0e8
1.0,318fc95107fd4ff003a3167940091152,4121,5648,72.96388101983003,29574,318fc95107fd4ff003a3167940091152
2.0,1c2facd59cff30780a9061551a37737e,529,5648,9.36614730878187,9592,318fc95107fd4ff003a3167940091152
1.0,c7d207133d5343995b0e98e22a6edc7d,4190,4562,91.8456817185445,9525,c7d207133d5343995b0e98e22a6edc7d
1.0,03e1002b3e6a2a4d9d1f110232da0088,6494,6719,96.65128739395745,1370,03e1002b3e6a2a4d9d1f110232da0088
1.0,cf2a4b8fa6ffc9ca1f219fd19933f2cf,1476,4160,35.480769230769226,21,481936e8d71dd32f76ec019580652bed
1.0,76bff4a214153e162c98d7ff7d7f9e06,2500,4961,50.39306591413022,3918,76bff4a214153e162c98d7ff7d7f9e06
2.0,b672fadcb306797bbba44cae1ecf5765,364,4961,7.3372303970973585,2253,76bff4a214153e162c98d7ff7d7f9e06
1.0,1ccd36b5a88b0641491e8e315cc889cd,4183,4260,98.1924882629108,260,1ccd36b5a88b0641491e8e315cc889cd
1.0,12d856f800dc42c4c5229b99cbeb4053,6226,8200,75.92682926829268,1289,12d856f800dc42c4c5229b99cbeb4053
2.0,c5b0c6257c846681c0162507831bdf0f,280,8200,3.414634146341464,3246,12d856f800dc42c4c5229b99cbeb4053
1.0,013be8a44f35b9368f36715b053aa990,8317,8390,99.12991656734206,736,013be8a44f35b9368f36715b053aa990
1.0,df319c996508d16f19cc687aa7e19a83,1293,3912,33.0521472392638,403,df319c996508d16f19cc687aa7e19a83
2.0,ddbc3da8202cb48e0fe05de6a5b32090,201,3912,5.138036809815951,1524,df319c996508d16f19cc687aa7e19a83
1.0,eaf6d21b853f1cbdeb12a23f5c4fee18,1794,2021,88.76793666501732,5405,eaf6d21b853f1cbdeb12a23f5c4fee18
1.0,bb315eee2c36d6bfe63036559625c98b,2015,2127,94.73436765397273,503,bb315eee2c36d6bfe63036559625c98b
1.0,8920a3b5f03b8f613873eea3b61a1c93,1686,1691,99.70431697220579,873,8920a3b5f03b8f613873eea3b61a1c93
1.0,318fc95107fd4ff003a3167940091152,3095,3258,94.99693063228978,29574,318fc95107fd4ff003a3167940091152
1.0,bd996818a67dad91fc0fb67fe78a6bc3,2392,3306,72.35329703569269,185,bd996818a67dad91fc0fb67fe78a6bc3
1.0,407ca48f6b41117e98fb675a8af44261,3259,3356,97.10965435041716,2573,407ca48f6b41117e98fb675a8af44261
1.0,a52c51402a6f2f708767e38a351e2d00,2276,3859,58.979010106245134,1549,a52c51402a6f2f708767e38a351e2d00
2.0,a910804dcbc2f02ce0de7de89055620e,459,3859,11.894273127753305,5924,a52c51402a6f2f708767e38a351e2d00
1.0,6c87a723ba495b516ccc5131f7737f98,477,1413,33.75796178343949,11750,6c87a723ba495b516ccc5131f7737f98
1.0,08cdef76074f5bf9bd0e53803fe8561f,835,1895,44.063324538258584,33,08cdef76074f5bf9bd0e53803fe8561f
1.0,077e80d1749150eaf451bedd11f72b1a,6,2100,0.2857142857142857,315,a3c42105d7680391500d192f6a87c418
1.0,f800af585a8a364091877f1a78f8042d,134,6221,2.153994534640733,421,12b3cbaada7f85a5b188488acf0c0623
1.0,4c9e111bfaa03881a458a460b0722709,1901,3024,62.86375661375661,29,4c9e111bfaa03881a458a460b0722709
1.0,3e9e04cfa8924207ae0d0ced47cca7ba,3165,3324,95.21660649819496,2138,3e9e04cfa8924207ae0d0ced47cca7ba
1.0,58e0de5396d44f85c178d7e6f4114fdb,130,130,100.0,44,58e0de5396d44f85c178d7e6f4114fdb
1.0,59201a4cb94b46ae9ef8a16b9cdec55e,3641,4747,76.70107436275542,553,59201a4cb94b46ae9ef8a16b9cdec55e
2.0,51e76121da372c9271062baa298b8863,238,4747,5.013692858647566,1605,59201a4cb94b46ae9ef8a16b9cdec55e
1.0,43a971db6364c4ed7cd101feca243600,4567,5038,90.6510520047638,31088,43a971db6364c4ed7cd101feca243600
1.0,14baec16e62afaf8aac187f828122d21,3243,6652,48.75225496091401,3027,14baec16e62afaf8aac187f828122d21
2.0,e44f5031859d309f3353d2874ffa7192,266,6652,3.998797354179194,2193,14baec16e62afaf8aac187f828122d21
3.0,e61671ae6229fd2e329abffb1fab99a3,207,6652,3.111846061334937,1999,14baec16e62afaf8aac187f828122d21
4.0,269514e3919489d4991aa60aa5b50574,171,6652,2.5706554419723378,1486,14baec16e62afaf8aac187f828122d21
5.0,0f5dd75fa2ed482523b629b5f83e4ac1,126,6652,1.8941671677690917,706,14baec16e62afaf8aac187f828122d21
1.0,a8d101c2085a3ac58d9cb1029c7d6bc2,1229,2782,44.17685118619698,1564,a8d101c2085a3ac58d9cb1029c7d6bc2
2.0,6177f90a758e2e2daa117d9258e7bea1,179,2782,6.434219985621855,1477,a8d101c2085a3ac58d9cb1029c7d6bc2
