index,父微博用户ID,count,followers,TimeDIST,NetDIST,feature
97,030e7716671a76d35daef80682dc8766,53,1155,84,3,0
167,68db5c4507b37034a90d34563e20225f,242,2953,198,3,0
123,13dfba43de47dbcd2a07e01950c1e00d,83,3652,294,2,0
82,800aebd10aa859549712af7faa264bed,36,86,19,2,0
175,c360f812947e14510ff253242e51afae,379,4779,47,7,0
48,a034cd07bef17b080e02323c58340381,26,863,236,1,0
78,e36127e1d3fff51c63a84354a7e9a193,34,570,37,1,0
130,eb2aad46255a5412a9754847c646d91e,98,430,144,2,0
98,cad59422d0843f756f7e04b0925dcb5b,54,41,960,5,0
94,de573b15076940f1a2e51c3c48e6227a,48,690,1246,1,0
157,e61671ae6229fd2e329abffb1fab99a3,172,1999,118,3,0
127,11ddd140f0335fa89475528208fa0f15,94,445,1155,2,0
116,6f592f017deedd81889f8bff61c75db5,79,386,198,2,0
75,d7d125f9605eb875d04cb2940202b7c7,33,407,48,3,0
33,3f50ea63658117548c577f042c5c1774,21,116,325,2,0
128,8d114e5a8f8bb3c4250d10ca4d40772d,95,2148,158,2,0
12,421eda4b89a19d5895363c388a02d2d9,13,49,953,4,0
27,e8aa10ba877f946387545af371d5d28d,18,306,201,5,0
53,0641ed991795a40fa273f227b071a216,27,291,853,1,0
134,030e7716671a76d35daef80682dc8766,115,1155,708,8,0
88,cca0c77c6e8d5b3f373b5ad974f3e4f9,42,345,45,3,0
25,ff9364be5d4ec20fe38108ebc96d9671,17,190,60,4,0
11,b19389e45e41f0f6f9fcfe00b8e2fb1e,12,32,4,2,0
24,c3f9a3cfaf113a8e77e666aa3598d39f,17,133,627,6,0
96,20f71cd638c67f2764b4108fb3b8f7c8,51,972,340,2,0
121,f6c259579d9876137b7b68cc9aaf9300,81,845,173,2,0
68,e358a266d565a54c065fe42091960951,31,471,172,3,0
62,e885a188ab7609c93d98142758e58c47,29,83,83,4,0
159,7918251d2acf470a8dcdf36f55b94329,191,1774,96,2,0
126,5dd5daff5f842fc34c2af968efa64211,92,211,799,1,0
101,b958d07f1557dd534eb991855cc88dbb,59,862,317,5,0
178,1c2facd59cff30780a9061551a37737e,529,9592,10,1,0
111,315b1004bdaec82614b43a087d1a3d47,73,297,272,3,0
5,bc70663bcd804c33683e1e3eaf708881,8,36,686,6,0
3,646d43ccb608675073ed75c40b23fa2f,6,20,1318,3,0
145,f800af585a8a364091877f1a78f8042d,134,421,37,1,0
35,4712d2eb91bb6609b3f4d24bb6861b93,22,192,277,6,0
171,c5b0c6257c846681c0162507831bdf0f,280,3246,93,2,0
58,47a449af51bec35db6a43c33a788e8fe,29,233,941,3,0
65,0ecfb78997a9f4b7e89082e99df419a9,30,397,1082,1,0
28,8fa0335c093c54eb2595dffd97c0f9eb,18,23,36,3,0
104,e51bbe8471fbf05507c47d2f746a7cd3,61,493,165,3,0
146,0718603c176da086c69dc07966d46180,138,2531,137,4,0
47,ecd350325dde0a7dd19804fb422d01d2,26,525,71,5,0
23,4f8e488a605c79fb1759edb353c27c8a,17,500,79,1,0
106,d7d125f9605eb875d04cb2940202b7c7,68,407,7,1,0
76,8120df4b18e75c1113b9f25b7050d57d,33,160,1008,2,0
129,06e1bebf7d92e41093c20917656f1eba,97,1742,146,3,0
85,716c769bb6d6aaf78ebb95a7ebab582d,40,725,155,1,0
39,572c8ea89aab5ed2cd126945597b9bd6,24,123,540,2,0
21,f1e5f36db91f42a581e5530f545dc739,16,134,1054,5,0
141,bdf80da5bad06006922252bf8df23f2b,128,1068,7,1,0
113,a75aa0e8bd656df0d430a84393b3801b,74,1701,1221,2,0
50,d16d80d9e2bdc90955cb80a50746ae81,26,491,123,4,0
100,32513335e97e6d5161b1115b5937827d,58,146,987,2,0
89,d9f5bbb77995664d6afee258e73e5da8,43,1298,124,3,0
45,f8fcf75e00eedd3cb08e4e34b08e019c,25,803,1231,4,0
115,d570d7cf1bca056e3d202b615c4dc4f6,77,2331,11,1,0
170,a910804dcbc2f02ce0de7de89055620e,271,5924,1039,1,0
154,2a72d278ae183f70cee992bd6102dd61,161,3367,22,3,0
8,b7630dee31ceaa5098b55a4c4d126cb9,11,497,289,1,0
46,91c0757c84405b71a49354f2193b53e0,25,92,209,1,0
15,b5a7670dcd72b3bde6eca89ce4ec1e47,13,58,929,5,0
