index,父微博用户ID,count,followers,TimeDIST,NetDIST,feature
37,d4f6820145d36bb575d092967103e654,23,185,259,5,0
8,b7630dee31ceaa5098b55a4c4d126cb9,11,497,289,1,0
166,51e76121da372c9271062baa298b8863,238,1605,1213,1,0
162,e728aa4d2d8ca96d73b8fcccace8ae02,217,1575,1031,1,0
14,0ca46645b3a3ae06bf0377e26eccffe8,13,58,520,4,0
58,47a449af51bec35db6a43c33a788e8fe,29,233,941,3,0
27,e8aa10ba877f946387545af371d5d28d,18,306,201,5,0
150,cc6f1f8154906f716b10c87135e7d3a8,150,7993,10,1,0
10,fde4a2babeacce2bd786c58b450a1664,12,237,876,5,0
38,be4f164289ab97d3390248a3746a53a8,23,31,1393,2,0
7,c88c1402e0556506de668354ff365f58,11,408,89,1,0
145,f800af585a8a364091877f1a78f8042d,134,421,37,1,0
117,77d694ff1856c42c3242a2e5d85a002f,80,352,213,1,0
159,7918251d2acf470a8dcdf36f55b94329,191,1774,96,2,0
48,a034cd07bef17b080e02323c58340381,26,863,236,1,0
86,291fe5cd9999a9c68cd4ea780d1ff5af,42,189,30,1,0
146,0718603c176da086c69dc07966d46180,138,2531,137,4,0
44,421341f58cb2a4134854626f236a2179,25,243,3,1,0
153,da403415766cebfe1d141e80a13ee820,161,1993,22,2,0
52,3ac62331c13539bd2445e4797c704e3d,27,294,171,2,0
11,b19389e45e41f0f6f9fcfe00b8e2fb1e,12,32,4,2,0
77,3946b2e1829cee6dc19464d3b2064df4,33,983,25,5,0
154,2a72d278ae183f70cee992bd6102dd61,161,3367,22,3,0
56,241c189090dfcfcca8569b3c450166c7,28,494,190,1,0
42,694a10534bd055365d87958e132de9dc,25,547,31,7,0
161,e61671ae6229fd2e329abffb1fab99a3,207,1999,130,2,0
96,20f71cd638c67f2764b4108fb3b8f7c8,51,972,340,2,0
63,fc90977dc07f74598122c786c439bbff,29,695,229,2,0
181,08cdef76074f5bf9bd0e53803fe8561f,835,33,0,0,0
43,e7c5d11e0479dc188256163a35368d48,25,400,473,10,0
82,800aebd10aa859549712af7faa264bed,36,86,19,2,0
57,9fe79d7d96788a264c02ca3d9f018c8e,29,799,42,1,0
130,eb2aad46255a5412a9754847c646d91e,98,430,144,2,0
103,030e7716671a76d35daef80682dc8766,61,1155,22,4,0
94,de573b15076940f1a2e51c3c48e6227a,48,690,1246,1,0
74,8399687ce4901b4a49a55505236b82dd,32,14,27,2,0
73,731e0e5494614166df82a85ca9e1234a,32,245,862,3,0
120,d462d66b8042ad8af59c9b1ab7cffa1a,81,1079,8,2,0
39,572c8ea89aab5ed2cd126945597b9bd6,24,123,540,2,0
180,60c751318f4cf2adf7c870a1cf2ce0e8,577,2052,0,0,0
173,15b621ce165a15a31d58731867c445ac,360,1985,226,2,0
5,bc70663bcd804c33683e1e3eaf708881,8,36,686,6,0
47,ecd350325dde0a7dd19804fb422d01d2,26,525,71,5,0
157,e61671ae6229fd2e329abffb1fab99a3,172,1999,118,3,0
177,6c87a723ba495b516ccc5131f7737f98,477,11750,0,0,0
102,5f3c189c72bf5a9feaadfb3421054659,60,15,266,4,0
0,e1316d1dc863d17e90a681339aebcfd7,5,17,26,4,0
176,a910804dcbc2f02ce0de7de89055620e,459,5924,872,2,0
61,b6e425775fc670efa502b8f49952c5fc,29,394,311,3,0
88,cca0c77c6e8d5b3f373b5ad974f3e4f9,42,345,45,3,0
92,191847c2b9342d87ff5693fd22d7b6be,46,236,373,2,0
135,d2ad3981f3c1bb2873101010c66d6d52,117,1946,1232,2,0
112,6f8274355a16ba11c4871e90e601125b,74,680,174,3,0
64,f38cb47fb0fdbeaf73da4bf23eb869b7,30,443,160,2,0
3,646d43ccb608675073ed75c40b23fa2f,6,20,1318,3,0
152,1bdb96a290cbd7b357605eccf4f2d27e,159,982,47,2,0
125,e866f5c5af1be3c112c94f9a479827bf,89,143,96,1,0
9,87e18f98449d17f86b916716c3d4634c,11,77,890,4,0
59,64f8f1aca6b5e1c9ea5d3f102295ac0e,29,55,53,1,0
26,91072ce8d5415c31e243b8d6061232e0,18,103,123,2,0
127,11ddd140f0335fa89475528208fa0f15,94,445,1155,2,0
171,c5b0c6257c846681c0162507831bdf0f,280,3246,93,2,0
90,61344f8424cd53f6d8c09e38931f696d,44,560,630,2,0
174,b672fadcb306797bbba44cae1ecf5765,364,2253,120,2,0
167,68db5c4507b37034a90d34563e20225f,242,2953,198,3,0
36,949507815d06969877dd4520c2e37cf8,22,20,24,5,0
123,13dfba43de47dbcd2a07e01950c1e00d,83,3652,294,2,0
4,048a97818c7f5918bb92b98922e97916,6,12,99,3,0
79,291fe5cd9999a9c68cd4ea780d1ff5af,34,189,1089,1,0
87,b1bf8e72bfaa33d608dc77a7c93fd397,42,563,133,4,0
129,06e1bebf7d92e41093c20917656f1eba,97,1742,146,3,0
104,e51bbe8471fbf05507c47d2f746a7cd3,61,493,165,3,0
1,5b5bd5208b5b14f999faf5052aaaaf84,5,18,223,6,0
132,d462d66b8042ad8af59c9b1ab7cffa1a,107,1079,6,1,0
91,d02fe5ae9d34938a89bf00eb4b457152,45,1197,27,1,0
31,260dbe5a11f2b0736ada34eff2f830b6,20,107,90,8,0
85,716c769bb6d6aaf78ebb95a7ebab582d,40,725,155,1,0
2,077e80d1749150eaf451bedd11f72b1a,6,315,133,1,0
99,6d95e97915e780cbfb466933382150f6,58,537,22,4,0
114,7bf66fad923faccb45ed31c00eeb2e70,77,1694,52,2,0
53,0641ed991795a40fa273f227b071a216,27,291,853,1,0
122,93266b2d3675b4511327b09423131c67,83,42,3,2,0
24,c3f9a3cfaf113a8e77e666aa3598d39f,17,133,627,6,0
66,3b9355df6a2f443bf33c18ba4f86c495,30,142,38,4,0
67,6e15f1bb4153d5761b721f261f0699e4,30,177,76,4,0
158,6177f90a758e2e2daa117d9258e7bea1,179,1477,199,1,0
141,bdf80da5bad06006922252bf8df23f2b,128,1068,7,1,0
6,b6330966f6746bee4869e87eab41c198,9,47,55,2,0
111,315b1004bdaec82614b43a087d1a3d47,73,297,272,3,0
170,a910804dcbc2f02ce0de7de89055620e,271,5924,1039,1,0
83,cf949cfb65257a8c6010b4173f13a7d6,37,1463,618,3,0
199,318fc95107fd4ff003a3167940091152,4121,29574,0,0,1
202,43a971db6364c4ed7cd101feca243600,4567,31088,0,0,1
205,013be8a44f35b9368f36715b053aa990,8317,736,0,0,1
195,3e9e04cfa8924207ae0d0ced47cca7ba,3165,2138,0,0,1
193,c7af761e0f90995b5a9a0827276f0512,2960,2079,0,0,1
183,df319c996508d16f19cc687aa7e19a83,1293,403,0,0,1
186,8920a3b5f03b8f613873eea3b61a1c93,1686,873,0,0,1
201,c7d207133d5343995b0e98e22a6edc7d,4190,9525,0,0,1
185,cf2a4b8fa6ffc9ca1f219fd19933f2cf,1476,21,647,1,1
191,bd996818a67dad91fc0fb67fe78a6bc3,2392,185,0,0,1
182,a8d101c2085a3ac58d9cb1029c7d6bc2,1229,1564,0,0,1
198,59201a4cb94b46ae9ef8a16b9cdec55e,3641,553,0,0,1
