index,父微博用户ID,count,followers,TimeDIST,NetDIST,feature
152,1bdb96a290cbd7b357605eccf4f2d27e,159,982,47,2,0
44,421341f58cb2a4134854626f236a2179,25,243,3,1,0
92,191847c2b9342d87ff5693fd22d7b6be,46,236,373,2,0
175,c360f812947e14510ff253242e51afae,379,4779,47,7,0
35,4712d2eb91bb6609b3f4d24bb6861b93,22,192,277,6,0
2,077e80d1749150eaf451bedd11f72b1a,6,315,133,1,0
39,572c8ea89aab5ed2cd126945597b9bd6,24,123,540,2,0
54,421341f58cb2a4134854626f236a2179,27,243,10,2,0
32,172724f721d6b0eefe5f0be2ffeebbe2,21,63,1196,6,0
80,95f27391d531f5c81412213294304065,35,1364,228,2,0
148,01b874689f63fbbf1a437efa9a1a31cb,142,3873,104,2,0
130,eb2aad46255a5412a9754847c646d91e,98,430,144,2,0
37,d4f6820145d36bb575d092967103e654,23,185,259,5,0
101,b958d07f1557dd534eb991855cc88dbb,59,862,317,5,0
28,8fa0335c093c54eb2595dffd97c0f9eb,18,23,36,3,0
48,a034cd07bef17b080e02323c58340381,26,863,236,1,0
45,f8fcf75e00eedd3cb08e4e34b08e019c,25,803,1231,4,0
9,87e18f98449d17f86b916716c3d4634c,11,77,890,4,0
10,fde4a2babeacce2bd786c58b450a1664,12,237,876,5,0
170,a910804dcbc2f02ce0de7de89055620e,271,5924,1039,1,0
36,949507815d06969877dd4520c2e37cf8,22,20,24,5,0
157,e61671ae6229fd2e329abffb1fab99a3,172,1999,118,3,0
123,13dfba43de47dbcd2a07e01950c1e00d,83,3652,294,2,0
53,0641ed991795a40fa273f227b071a216,27,291,853,1,0
116,6f592f017deedd81889f8bff61c75db5,79,386,198,2,0
7,c88c1402e0556506de668354ff365f58,11,408,89,1,0
94,de573b15076940f1a2e51c3c48e6227a,48,690,1246,1,0
147,3fc3e4ebf89566b4063e51b0c826a744,139,988,845,1,0
85,716c769bb6d6aaf78ebb95a7ebab582d,40,725,155,1,0
